1	1	1	1	0.0	0.01	0.0	0.0	0.0	0.02	0.01	0.0	0.0	0.0	0.0	0.01	0.15208792557655004	1
1	1	1	1	0.0	0.01	0.0	0.0	0.02	0.02	0.0	0.0	0.0	0.0	0.0	0.01	0.12436315585399325	1
1	1	1	1	0.0	0.01	0.0	0.0	0.01	0.02	0.01	0.0	0.0	0.0	0.0	0.01	0.11410150817432166	1
1	1	0	0	0.0	0.0	0.0	0.0	0.02	0.1	0.01	0.0	0.0	0.0	0.0	0.01	-0.15875595659311834	0
0	1	1	1	0.0	0.01	0.01	0.0	0.0	0.01	0.0	0.01	0.0	0.0	0.0	0.01	0.10939486084677526	1
1	1	1	1	0.0	0.01	0.0	0.0	0.0	0.02	0.02	0.0	0.0	0.0	0.0	0.01	0.10522320268713432	1
1	1	0	1	0.0	0.0	0.0	0.0	0.04	0.04	0.0	0.0	0.0	0.0	0.0	0.01	1.748828921558525	0
1	1	1	1	0.0	0.01	0.01	0.0	0.0	0.02	0.01	0.0	0.0	0.0	0.0	0.01	0.10327767708416001	1
1	1	1	0	0.0	0.0	0.0	0.0	0.0	0.07	0.03	0.0	0.0	0.0	0.0	0.01	0.09955210546140583	1
1	1	1	1	0.0	0.0	0.01	0.0	0.02	0.0	0.0	0.01	0.0	0.0	0.0	0.01	1.8975293007192406	0
0	1	1	1	0.0	0.01	0.0	0.0	0.03	0.01	0.0	0.0	0.0	0.0	0.0	0.01	-0.38738528946705114	0
1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.1	0.03	0.0	0.0	0.0	0.0	0.01	0.5558946926213387	0
1	1	1	1	0.0	0.01	0.0	0.0	0.03	0.04	0.0	0.0	0.0	0.0	0.0	0.01	0.09433456331025372	1
0	1	1	1	0.0	0.01	0.0	0.0	0.02	0.03	0.01	0.0	0.0	0.0	0.0	0.01	0.0897862707765462	1
0	1	1	1	0.0	0.01	0.0	0.0	0.0	0.01	0.0	0.03	0.0	0.0	0.0	0.01	0.30970751791179124	0
1	1	1	1	0.0	0.01	0.01	0.0	0.01	0.0	0.01	0.0	0.0	0.0	0.0	0.01	0.08693405993618646	1
1	1	1	1	0.0	0.01	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.01	0.0830092883111149	1
1	1	0	1	0.0	0.0	0.0	0.0	0.04	0.02	0.01	0.0	0.0	0.0	0.0	0.01	1.3785885476384567	0
1	1	1	1	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.03	0.0	0.0	0.0	0.01	1.5819659996073836	0
1	1	1	1	0.0	0.0	0.0	0.0	0.03	0.02	0.0	0.02	0.0	0.0	0.0	0.01	-0.32294584729136866	0
1	1	1	1	0.0	0.01	0.01	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.01	0.0816620222235807	1
0	1	1	1	0.0	0.01	0.0	0.0	0.04	0.01	0.0	0.0	0.0	0.0	0.0	0.01	1.3573076704636853	0
1	1	1	1	0.0	0.0	0.0	0.0	0.05	0.07	0.0	0.0	0.0	0.0	0.0	0.01	-0.5182954547631078	0
0	1	1	1	0.0	0.01	0.01	0.0	0.0	0.01	0.02	0.0	0.0	0.0	0.0	0.01	0.0804483467231181	1
1	1	1	1	0.0	0.01	0.0	0.0	0.04	0.02	0.0	0.0	0.0	0.0	0.0	0.01	1.3372039794485349	0
1	1	0	1	0.0	0.0	0.0	0.0	0.05	0.08	0.0	0.0	0.0	0.0	0.0	0.01	-0.5106248401285576	0
1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.06	0.04	0.0	0.0	0.0	0.0	0.01	0.4609985401974913	0
1	1	1	1	0.0	0.01	0.0	0.0	0.03	0.0	0.01	0.0	0.0	0.0	0.0	0.01	0.07829009944713097	1
1	1	1	1	0.0	0.0	0.0	0.0	0.01	0.02	0.0	0.04	0.0	0.0	0.0	0.01	0.2700213049422173	0
1	1	0	0	0.0	0.0	0.0	0.0	0.01	0.1	0.03	0.0	0.0	0.0	0.0	0.01	0.46068778272340416	0
0	0	1	1	0.0	0.01	0.01	0.0	0.0	0.03	0.02	0.0	0.0	0.0	0.0	0.01	-1.142576606056655	0
1	1	1	1	0.0	0.01	0.0	0.0	0.04	0.04	0.0	0.0	0.0	0.0	0.0	0.01	0.07817808189548708	1
0	0	1	1	0.0	0.01	0.0	0.0	0.0	0.05	0.03	0.0	0.0	0.0	0.0	0.01	0.3771257891608884	0
1	1	1	1	0.0	0.01	0.01	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.01	-2.9552336343574117e-05	1
1	0	1	1	0.0	0.01	0.0	0.0	0.0	0.06	0.03	0.0	0.0	0.0	0.0	0.01	0.07601913288929114	1
1	1	0	1	0.0	0.0	0.0	0.0	0.04	0.08	0.01	0.0	0.0	0.0	0.0	0.01	1.2628883818107723	0
1	1	1	1	0.0	0.01	0.0	0.0	0.02	0.02	0.0	0.02	0.0	0.0	0.0	0.01	1.4492007528433628	0
0	1	1	1	0.0	0.01	0.01	0.0	0.03	0.01	0.0	0.0	0.0	0.0	0.0	0.01	-0.29587294814097226	0
1	1	1	0	0.0	0.0	0.0	0.0	0.0	0.13	0.04	0.0	0.0	0.0	0.0	0.01	-1.2128830314005548	0
1	1	1	1	0.0	0.01	0.01	0.0	0.02	0.02	0.01	0.0	0.0	0.0	0.0	0.01	0.071117090667418	1
1	1	1	1	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.01	0.2453293752424336	0
1	1	0	0	0.0	0.0	0.0	0.0	0.03	0.1	0.02	0.0	0.0	0.0	0.0	0.01	-0.10177702188335609	0
0	1	1	1	0.0	0.01	0.01	0.0	0.01	0.01	0.01	0.01	0.0	0.0	0.0	0.01	0.07021428345422834	1
1	1	1	1	0.0	0.01	0.0	0.0	0.01	0.02	0.03	0.0	0.0	0.0	0.0	0.01	0.06846524500524412	1
1	1	0	1	0.0	0.0	0.0	0.0	0.05	0.04	0.01	0.0	0.0	0.0	0.0	0.01	1.1371632888339511	0
1	1	1	1	0.0	0.0	0.0	0.0	0.03	0.02	0.0	0.03	0.0	0.0	0.0	0.01	1.3049253794285511	0
1	1	1	1	0.0	0.01	0.0	0.0	0.04	0.0	0.0	0.01	0.0	0.0	0.0	0.01	-0.2663992228975849	0
1	1	0	0	0.0	0.0	0.0	0.0	0.03	0.12	0.02	0.0	0.0	0.0	0.0	0.01	-0.09922281662334628	0
0	1	1	1	0.0	0.01	0.01	0.0	0.01	0.03	0.01	0.01	0.0	0.0	0.0	0.01	0.06843951841763972	1
1	1	1	1	0.0	0.01	0.0	0.0	0.01	0.04	0.03	0.0	0.0	0.0	0.0	0.01	0.06677601569154856	1
