1	1	1	0	0.0	0.0	0.0	0.0	0.0	0.11	0.03	0.0	0.0	0.0	0.0	0.01	-1.5828045897606606	0
1	1	1	1	0.0	0.01	0.01	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.09274998970231674	1
1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.08	0.04	0.0	0.0	0.0	0.0	0.01	0.4480925440164311	0
1	1	1	1	0.0	0.01	0.0	0.0	0.03	0.02	0.01	0.0	0.0	0.0	0.0	0.01	0.0760913962321799	1
1	1	1	1	0.0	0.01	0.0	0.0	0.01	0.0	0.0	0.03	0.0	0.0	0.0	0.01	0.2624584080764649	0
1	1	1	0	0.0	0.0	0.0	0.0	0.0	0.11	0.04	0.0	0.0	0.0	0.0	0.01	-1.2454474227585595	0
1	1	1	1	0.0	0.01	0.01	0.0	0.02	0.0	0.01	0.0	0.0	0.0	0.0	0.01	0.07303495831831702	1
0	1	1	1	0.0	0.01	0.0	0.0	0.0	0.01	0.0	0.04	0.0	0.0	0.0	0.01	0.2519257729152562	0
1	1	0	0	0.0	0.0	0.0	0.0	0.02	0.1	0.03	0.0	0.0	0.0	0.0	0.01	0.06675847093880942	1
0	1	1	1	0.0	0.01	0.01	0.0	0.0	0.01	0.02	0.01	0.0	0.0	0.0	0.01	0.23037424152516883	0
1	1	1	1	0.0	0.01	0.0	0.0	0.04	0.02	0.0	0.01	0.0	0.0	0.0	0.01	1.2726589039642033	0
1	1	1	1	0.0	0.01	0.0	0.0	0.05	0.04	0.0	0.0	0.0	0.0	0.0	0.01	-0.25982966207576674	0
1	1	0	0	0.0	0.0	0.0	0.0	0.01	0.08	0.04	0.0	0.0	0.0	0.0	0.01	0.38411355144033704	0
0	1	1	1	0.0	0.01	0.01	0.0	0.0	0.01	0.03	0.0	0.0	0.0	0.0	0.01	-0.9524785305639198	0
1	1	1	1	0.0	0.01	0.0	0.0	0.04	0.02	0.01	0.0	0.0	0.0	0.0	0.01	0.06522700908822399	1
1	1	1	1	0.0	0.01	0.0	0.0	0.02	0.0	0.0	0.03	0.0	0.0	0.0	0.01	0.2249843979308276	0
1	1	1	1	0.0	0.01	0.01	0.0	0.0	0.02	0.03	0.0	0.0	0.0	0.0	0.01	0.5373363581464681	0
1	0	1	1	0.0	0.01	0.0	0.0	0.01	0.07	0.03	0.0	0.0	0.0	0.0	0.01	-0.9410636576532294	0
