mz_av
0.69706589
1.2969434
2.1223016
2.9417372
3.1410997
3.4659624
4.6819773
6.0859981
5.1261563
4.8058286
5.8376331
6.680511
5.4416323
4.453948
2.65154
1.6956737
1.3267494
2.3871295
6.861939
10.088955
9.7281132
9.5253305
8.235467
6.1567779
1.1361016
2.0782864
4.4856248
6.5344181
7.8884244
7.3191223
4.7310138
2.499054
1.6536723
1.3936491
2.2435153
2.3758109
4.3474312
5.8260536
6.190248
4.6715717
2.5081451
3.7672198
6.69067
7.1992102
4.5436592
3.9531522
5.5238652
5.9394498
3.7493827
1.9324464
2.4814968
2.7231393
2.4196398
2.9686546
4.4076362
4.4850025
3.8965807
3.9315715
3.737982
4.1796508
3.1034005
2.3707361
3.3905315
3.9594707
2.6069472
3.0494041
5.9906416
8.1808786
9.335434
7.6063571
4.5280676
4.1007171
5.3604121
6.6199412
8.1853914
8.7999001
6.4768481
4.7674541
3.2201867
4.578218
4.5654645
4.0269103
3.8000898
4.6323566
6.7210779
7.7096229
5.8442788
4.0788903
4.5678153
5.914207
4.2106276
2.5279155
3.6016874
5.3286238
4.9262924
5.0828724
7.5754995
9.1662674
6.8033838
5.425715
6.8123159
9.0673065
6.6533184
3.4922483
1.2521933
3.4146478
5.6735382
5.5416398
2.3679526
1.6520909
3.0828671
4.1398149
5.6071949
6.4280686
6.704525
5.7141738
4.0420022
3.1961482
5.4919977
5.9598174
3.0712574
2.478317
2.7238529
2.7590194
2.7021811
3.3570523
3.3656688
3.8031538
4.6007915
4.5041852
2.8866143
2.7755024
5.7044339
7.7783966
6.7849846
4.6284103
3.5477781
2.9325769
2.8389404
2.7855306
2.9681296
3.171345
4.0516686
3.7503438
3.8884656
4.7536149
4.9222078
3.846034
1.7878324
2.2690704
1.9525163
2.0318716
3.9385571
4.5654488
4.1645198
3.6356039
2.7047286
2.4790115
3.3823233
3.0004051
4.1175003
4.8337321
3.8803809
2.5031097
3.1873045
4.8272629
6.9105053
7.2707701
4.7401271
3.0777431
1.8695899
2.0106752
2.9483757
3.6386881
4.0255799
3.7178304
3.9584296
3.4644616
1.7255057
1.3249141
1.049397
1.4078817
2.6854336
2.7227275
2.2574358
2.744328
3.3734615
4.4217787
4.6112609
4.7281241
5.3804712
5.1858811
3.8522825
4.5458522
7.0353994
7.5921793
5.1160965
4.1386242
5.3372965
7.3689957
7.3955221
7.3482018
9.2013979
9.1110306
5.2274208
4.3736048
3.7419722
3.2720156
2.2755284
1.7873101
1.9522413
1.7239534
1.0520265
2.0309119
1.8037221
1.2938633
2.0643129
6.5634398
10.227587
8.6115322
3.8618841
2.9652665
6.0725446
7.0138988
5.2403316
3.796499
3.9530988
4.8546438
5.7849631
5.411684
3.9332976
3.0520902
4.7250466
7.6016164
6.8544254
4.6157188
2.277869
2.2548895
2.1334462
2.4272723
3.8338592
3.8020864
3.8920207
4.7322583
6.7094383
9.1432867
7.7041473
6.1682377
4.8488126
6.3570323
4.8210955
3.7135878
4.7319789
5.1346602
6.0667934
4.824389
4.7138581
5.7048368
8.0866032
9.2927399
7.7474904
7.280427
6.0882721
3.9425468
1.913803
1.8444899
1.9726527
2.0885346
2.7655735
3.1642406
2.1316028
1.6718661
2.285166
2.9479928
3.2117867
5.4744916
8.0254183
7.1466813
6.6036696
8.2198915
8.8506832
8.4781675
7.2316837
7.7219172
6.9655895
6.3119283
5.0062585
6.1490402
5.7422228
6.0089598
4.2632685
3.3051085
4.3984499
5.1587267
5.5559101
5.6295948
7.0300441
7.2862296
6.4360957
5.525528
3.4964683
3.8428333
4.1163173
3.6747026
2.3378751
3.3291755
4.7666845
4.4513202
2.1761448
2.0606744
3.0972755
4.689712
5.1167326
3.8982463
5.6961784
5.8298554
4.9112015
3.2502367
2.8166537
2.5299363
3.1473978
5.7062559
10.104095
9.4753008
5.4962173
2.6924329
2.5318091
4.7129273
8.1029024
7.4633913
4.9734874
4.695662
6.1013212
6.6099181
5.8970752
4.9696045
5.1757026
5.1351881
3.9131186
2.0396438
3.2428265
6.1296353
7.6469617
6.358922
4.8315258
5.3824849
6.7397461
6.6205916
5.215086
5.7193298
5.5769038
5.0153418
3.134165
3.6716886
3.715749
3.9612565
4.3355937
4.7271199
4.9463339
2.9642749
1.6937481
2.9909728
4.4353089
4.1045451
3.7854302
3.7807193
4.5584326
4.9717555
3.2399311
3.9427814
6.878674
7.0125527
4.1552324
2.9712696
4.5615773
5.0938492
7.2185254
8.1733456
6.2817917
3.5107377
1.0783708
1.5453936
3.3233941
5.3354893
6.927464
6.6887221
5.7910876
6.7163119
7.0885148
6.2270794
7.1346335
6.9196167
5.5398512
4.8749905
3.5385861
3.5192506
1.9991395
1.7832094
2.7741296
3.830086
6.2736149
11.068931
16.559801
16.407022
11.019162
8.2877827
5.080687
4.3736024
5.4329376
5.2720399
4.9858794
4.2455177
3.1981425
4.7066097
8.1107416
8.8122644
5.2864814
3.2446315
3.6433649
5.9121485
7.4809699
7.512876
5.3236766
5.1090298
4.8538098
5.6713843
8.0727015
7.6451449
4.1285181
2.5783098
3.5637844
2.6492496
1.6678629
3.4545856
4.7452316
4.9909172
5.2148395
5.0064807
6.1439686
7.1080465
7.6602106
6.4925308
7.5388227
8.486208
7.2210164
8.707242
8.467103
6.2900405
1.7008739
1.8014919
3.1176279
3.8023648
3.372669
5.130796
7.5001798
9.2943087
7.7943683
6.2658653
4.3804083
4.4394517
3.0420794
2.9764788
3.7108278
3.8817034
4.168509
4.3293405
3.1977525
4.5262165
8.4453449
8.942277
8.4427176
9.4340887
8.4278946
7.6281171
7.579318
9.2492332
9.350317
9.1464195
8.2128611
9.8671732
10.114606
8.1648579
5.2751551
5.0010409
3.2885096
3.0200682
8.1656704
12.457383
12.159459
10.001491
8.6582966
8.0781612
9.5721827
8.4157572
5.8896523
4.1920404
2.8858979
3.1082134
3.6186931
5.6571765
8.6809282
7.6815786
5.9537549
4.7646866
2.544241
2.4286172
3.3622108
3.1036398
2.9137731
4.3057442
4.4804368
4.560884
4.8521962
5.9641695
6.6585708
4.8236089
4.041132
4.2353191
5.2168632
6.3201275
8.0596838
13.330989
17.990898
17.245041
13.921803
12.81243
8.0592279
4.0437522
5.0712104
9.5477228
13.161089
11.17866
6.3812127
7.0281653
6.0519571
3.9578385
2.8425553
4.0140762
5.3993196
5.0086179
4.8380404
5.265656
5.2679505
5.4753904
7.0947242
6.7758875
4.9562006
4.351016
6.5722475
8.6196136
10.367476
9.7998247
10.827607
10.480005
6.5424619
5.7137408
3.8765316
6.7535524
8.2916031
9.6857986
11.556012
9.3884497
5.8983488
5.965487
6.8494391
7.8989506
10.69832
13.912162
11.554434
7.6453805
5.9603586
7.7492199
10.233006
10.795895
11.010603
11.179982
7.0741086
6.5675192
9.9824171
11.825862
10.558754
10.069261
7.6328435
6.5486302
7.6562572
10.106402
9.1771441
6.5066714
4.2031274
5.0274167
9.1424694
10.560552
10.56147
11.718927
12.220846
12.16178
11.991451
12.643693
15.451193
17.84329
15.766419
14.149402
12.150326
12.406075
13.236289
14.108715
13.518219
11.903564
10.263039
11.572523
13.027015
12.946724
13.731208
15.103686
17.295391
20.044287
20.801319
24.053297
32.846272
37.436192
40.678902
45.840775
61.092976
78.551682
107.58736
139.13072
175.42535
194.31735
225.51633
278.3024
356.901
410.57806
474.38657
538.56653
631.53741
702.8504
758.77124
823.27496
901.2998
985.49988
1011.2512
1030.9474
994.0434
976.52667
889.49719
887.53802
816.8783
782.37457
696.64624
665.2627
586.25116
551.45245
479.08621
455.95184
387.97726
345.77036
294.60049
281.78339
260.5242
252.23322
226.52458
216.22562
199.31647
186.06277
160.28261
154.03302
140.75522
140.65248
127.21432
132.68965
131.74782
125.97697
99.879799
91.142593
83.97773
86.246552
82.378906
85.082336
84.622299
82.883827
76.72039
75.078491
70.554611
70.313904
66.771324
74.489075
76.816643
71.633667
63.191574
62.933842
55.093296
58.242416
56.329819
54.579971
48.375916
51.648304
58.545624
62.064129
58.940517
49.959293
48.537891
51.95063
53.830921
52.870178
48.929871
47.893856
51.0224
47.472134
44.247459
47.311821
47.778004
42.728447
38.092079
42.399326
44.137104
39.649002
29.253279
28.859255
33.319096
37.116451
41.607281
43.56163
44.912601
46.662922
48.644325
49.531208
39.628761
35.830841
30.308022
27.299032
26.967049
32.728115
37.420856
36.304577
31.552567
33.555313
31.971958
30.985516
28.963783
30.356276
26.955387
23.769997
17.548012
16.185781
17.652124
19.701105
23.41263
25.195484
22.525425
21.503256
17.979527
18.136141
17.844322
19.625113
19.474405
20.242487
22.180195
26.362185
26.078541
22.847775
19.448277
19.741198
17.586851
18.715252
16.8489
14.618145
15.877349
20.397211
26.855322
27.125813
23.831646
23.790775
